object_id,title_zh,title_en,time_period,dynasty_id,type,material,description,dimensions,museum_id,location_id,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,image_validated,last_updated,created_at
2501,盆地,basin,1825–45,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/333,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-026.jpg,,,,2026-06-08,1,,
2502,本杰明·富兰克林肖像,portrait of benjamin franklin,1790–1883,27,,画布,画布,,1,,https://www.metmuseum.org/art/collection/search/486,https://images.metmuseum.org/CRDImages/ad/original/25894.jpg,,,,2026-06-08,1,,
2503,瓶子,bottle,1825–45,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/602,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-019.jpg,,,,2026-06-08,1,,
2504,碗,bowl,1800–1900,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/664,https://images.metmuseum.org/CRDImages/ad/original/10321.jpg,,,,2026-06-08,1,,
2505,碗,bowl,1770–1800,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/693,https://images.metmuseum.org/CRDImages/ad/original/DP264258.jpg,,,,2026-06-08,1,,
2506,碗,bowl,1825–40,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/716,https://images.metmuseum.org/CRDImages/ad/original/134584.jpg,,,,2026-06-08,1,,
2507,碗,bowl,1736–95,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/725,https://images.metmuseum.org/CRDImages/ad/original/DP262008.jpg,,,,2026-06-08,1,,
2508,碗,bowl,1736–95,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/776,https://images.metmuseum.org/CRDImages/ad/original/DP261188.jpg,,,,2026-06-08,1,,
2509,碗,bowl,ca. 1897,27,,瓷器、釉上彩装饰,瓷器、釉上彩装饰,,1,,https://www.metmuseum.org/art/collection/search/788,https://images.metmuseum.org/CRDImages/ad/original/DP235021.jpg,,,,2026-06-08,1,,
2510,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/840,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2511,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/842,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2512,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/843,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2513,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/846,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2514,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/848,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2515,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/849,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2516,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/850,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2517,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/851,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
2518,碗,bowl,1785–90,27,,瓷器,瓷器,,1,,https://www.metmuseum.org/art/collection/search/852,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,,,,2026-06-08,1,,
